Archivo JSON,Instruccion,Tipo,header_img,Pregunta,Opcion 1,Opcion 2,Opcion 3,Opcion 4,Opcion Correcta
SBP1M4L19a.json,Look at the toy store and answer yes or no,,,,,,,,
,,dropdown,,There's a doll,Yes,No,,,0
,,dropdown,,There's a bicycle.,Yes,No,,,0
,,dropdown,,There are four cars. ,Yes,No,,,0
,,dropdown,,There's a yellow dinosaur,Yes,No,,,1
,,dropdown,,There's a soccer ball.,Yes,No,,,1
SBP1M4L20a.json,Look at the picture and choose the correct options.,,,,,,,,
,,dropdown,,There __ two buses in the picture ,is,are,,,1
,,dropdown,,and there are __ motorbikes.,three,four,,,0
,,dropdown,,__ many cars are there? ,what,how,,,1
,,dropdown,,__ you see a trash truck? ,Can ,Does,,,0
,,dropdown,,The trash collectors __ trash every day.,collect,collects,,,0
,,dropdown,,"Is there a fire truck in the picture? No, __ isn't.",there,they,,,0
,,dropdown,,But look! There are two police __.,officer,officers,,,1
,,dropdown,,Find Mario. He __ a red bicycle. ,has,have,,,0
,,dropdown,,__ is he? He's in the park.,Where,What,,,0
SBP1M5L22a.json,Read and choose,,,,,,,,
,,dropdown,,__ bedroom is pink.,Candice's,Jake's,,,0
,,dropdown,,__ bedroom isn't pink. It's blue.,Candice's,Jake's,,,1
,,dropdown,,__ toys are in a toy box.,Candice's,Jake's,,,1
,,dropdown,,__ toys are on a shelf.,Candice's,Jake's,,,0
SBP1M5L24a.json,Read and choose. ,,Let's buy some carrots. We don't need any carrots. Do we have any peas?,,,,,,
,,dropdown,,We use some in positive sentences. __,Yes,no,,,0
,,dropdown,,We use any in negative sentences. __,Yes,no,,,0
,,dropdown,,We use any in questions. __,Yes,no,,,0
